Journal Name,Journal ISSN,Count, Avg SC Ratio,Avg ReLy,Avg semantic diff,Avg NSC similarity,Avg SC similarity,Avg references,Average SCs
BioMed research international,,1748,0.039853349,-0.242352627,-0.069965666,0.540646793,0.610612459,49.51716247,1.363272311
CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,0820-3946,1735,0.102226592,0.051366927,0.00471266,0.398982698,0.394270039,27.66801153,2.068011527
Journal of endocrinological investigation,0391-4097,1734,0.068481852,-0.220345325,-0.034207488,0.543911025,0.578118513,36.72029988,1.973471742
Annals of botany,0305-7364,1712,0.119410177,0.618864849,0.049948593,0.473784032,0.423835439,32.84579439,2.953271028
Journal of cell science,0021-9533,1711,0.053676004,-0.206400489,-0.037381944,0.671920367,0.709302312,61.25248393,3.158386908
Marine drugs,1660-3397,1711,0.085545085,-0.578691489,-0.075199489,0.611972425,0.687171914,47.67738165,3.288720047
Journal of abnormal child psychology,0091-0627,1699,0.118644427,-1.293315277,-0.102964313,0.628624979,0.731589293,35.12183637,3.59682166
Biomedical optics express,2156-7085,1694,0.096554041,-0.768386882,-0.079831195,0.649085956,0.72891715,31.5377804,2.948051948
"Sports medicine (Auckland, N.Z.)",0112-1642,1691,0.054872168,-0.543554034,-0.09878253,0.513669888,0.612452418,77.48905973,3.354228267
Journal of medical genetics,0022-2593,1684,0.097269241,-0.240795806,-0.022434774,0.555910218,0.578344992,31.39133017,2.478622328
Journal of inherited metabolic disease,0141-8955,1665,0.112576542,-0.331842651,-0.035599038,0.567689583,0.603288621,35.56936937,3.206006006
Journal of acquired immune deficiency syndromes (1999),1525-4135,1661,0.107241355,-0.180773945,-0.01508414,0.343164407,0.358248547,34.03311258,3.234196267
Current biology : CB,0960-9822,1658,0.074781174,0.229442871,0.025497042,0.647893325,0.622396283,39.973462,2.655609168
Leukemia,0887-6924,1654,0.107751029,-0.330996985,-0.033099675,0.592990524,0.626090198,39.20314389,3.650544135
Immunogenetics,0093-7711,1651,0.125216984,-0.479245169,-0.04406804,0.602573869,0.646641909,38.38946093,4.369473047
Organic letters,1523-7052,1648,0.192088015,-1.625934789,-0.082590294,0.582212774,0.664803068,24.17536408,4.45934466
Medical physics,0094-2405,1635,0.292346526,-1.219085933,-0.042537674,0.485055153,0.527592826,28.47094801,7.79266055
Stroke,0039-2499,1634,0.214677244,0.161557913,0.011069585,0.350059988,0.338990403,30.66034272,6.039779682
Microbial ecology,0095-3628,1629,0.090618344,-0.438295553,-0.060384063,0.664462184,0.724846247,32.38182934,2.30509515
Plant cell reports,0721-7714,1628,0.13886395,-1.323794973,-0.080858022,0.644369534,0.725227556,31.92383292,2.844594595
American journal of epidemiology,0002-9262,1623,0.100215218,-1.366007911,-0.142988034,0.571113153,0.714101187,36.8293284,3.174984596
Pediatrics,0031-4005,1616,0.151968564,-0.160370844,-0.010435383,0.369886964,0.380322347,35.24566832,4.688118812
Medical & biological engineering & computing,0140-0118,1613,0.114171704,-0.43991558,-0.045734285,0.62279121,0.668525495,25.42219467,2.370737756
PharmacoEconomics,1170-7690,1612,0.105977648,-0.803853831,-0.06165394,0.4876725,0.54932644,39.96153846,3.168734491
Schizophrenia bulletin,0586-7614,1611,0.110662384,-0.748553263,-0.06464763,0.51918514,0.58383277,54.24456859,4.932340161
"Hepatology (Baltimore, Md.)",0270-9139,1599,0.127381093,-0.128281809,-0.006743987,0.477759826,0.484503813,38.77110694,4.724828018
Nature immunology,1529-2908,1593,0.111349828,-0.317832304,-0.031570265,0.567546797,0.599117062,46.22159448,4.207156309
"Hypertension (Dallas, Tex. : 1979)",0194-911X,1588,0.148686896,-1.202832976,-0.088012448,0.554149813,0.642162261,39.39798489,5.629722922
International journal of legal medicine,0937-9827,1581,0.191866695,-1.380058537,-0.071921476,0.620938638,0.692860113,26.48513599,4.595192916
Frontiers in physiology,1664-042X,1577,0.042830282,-0.240390473,-0.068339544,0.597045463,0.665385007,66.75649968,1.831325301
Eukaryotic cell,1535-9786,1569,0.061215969,-0.332414011,-0.054365081,0.652348299,0.70671338,54.47801147,3.141491396
Journal of clinical pathology,0021-9746,1566,0.09483894,-0.124391823,-0.009464354,0.483661894,0.493126248,28.2247765,2.053001277
Psychonomic bulletin & review,1069-9384,1556,0.10066846,-0.457543802,-0.044184388,0.678524206,0.722708594,28.40681234,2.222365039
"Cerebral cortex (New York, N.Y. : 1991)",1047-3211,1555,0.059077249,-0.342203544,-0.059044046,0.696648583,0.755692629,67.1022508,3.877170418
"Journal of applied physiology (Bethesda, Md. : 1985)",0161-7567,1551,0.148801135,-1.342585147,-0.093185491,0.626264177,0.719449668,49.21985816,6.842682141
"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",1055-9965,1548,0.088084094,-0.443199591,-0.047777288,0.470426276,0.518203564,40.05878553,3.233204134
Journal of assisted reproduction and genetics,1058-0468,1543,0.072567269,0.151830804,0.021277047,0.468991338,0.447714291,33.71095269,2.033700583
Nature medicine,1078-8956,1537,0.072704483,-0.413999553,-0.061451569,0.52772668,0.58917825,41.37931034,2.068965517
European journal of pediatrics,0340-6199,1530,0.069778393,-0.242295613,-0.037900344,0.530738633,0.568638977,29.02810458,1.599346405
Clinical pharmacokinetics,0312-5963,1525,0.069536197,-0.497082154,-0.0774177,0.511655532,0.589073232,77.80655738,3.843934426
Medical science monitor : international medical journal of experimental and clinical research,1234-1010,1525,0.062939825,0.212617297,0.02859734,0.485291526,0.456694185,33.8295082,1.925901639
Biological psychiatry,0006-3223,1521,0.078094239,0.050227197,0.013239519,0.41614561,0.402906091,57.06245891,3.882971729
The American journal of clinical nutrition,0002-9165,1518,0.136969383,-0.265114202,-0.01809799,0.462610793,0.480708784,40.30368906,5.216732543
The Journal of membrane biology,0022-2631,1509,0.089865304,-0.525333182,-0.055265458,0.643756711,0.69902217,41.95559973,3.096752816
Breast cancer research and treatment,0167-6806,1505,0.071311304,-0.673732505,-0.088301003,0.586451768,0.67475277,38.3833887,2.423255814
The Journal of investigative dermatology,0022-202X,1498,0.11997541,-0.556986269,-0.053409472,0.578235734,0.631645206,37.70026702,4.015353805
Neuroradiology,0028-3940,1496,0.092962282,-0.465733324,-0.049031399,0.525488076,0.574519475,27.22927807,2.161096257
Health services research,0017-9124,1495,0.112224965,0.082097608,0.007678844,0.3690686,0.361389757,25.67892977,2.515719064
Journal of the American Medical Informatics Association : JAMIA,1067-5027,1487,0.186285378,-0.111461427,-0.013659018,0.454216848,0.467875866,29.1203766,4.987895091
The Journal of the Acoustical Society of America,0001-4966,1483,0.489849755,-3.084193849,-0.062886758,0.670313752,0.733200511,29.33513149,14.10182063
BMC musculoskeletal disorders,1471-2474,1478,0.047636796,-0.162286173,-0.034421381,0.456646909,0.49106829,38.19147497,1.587956698
Acta neuropathologica,0001-6322,1475,0.121479064,-0.832946764,-0.069124186,0.620883244,0.69000743,46.20135593,4.269830508
"Arteriosclerosis, thrombosis, and vascular biology",1079-5642,1475,0.090601254,0.009058486,0.004172904,0.382948888,0.378775983,46.01830508,4.214915254
"AIDS (London, England)",0269-9370,1471,0.131353141,0.148524491,0.017112933,0.417121005,0.400008073,35.77566281,4.233174711
Heart (British Cardiac Society),1355-6037,1466,0.08319052,0.007088998,-0.008067503,0.452710562,0.460778065,26.23601637,1.886766712
The ISME journal,1751-7362,1466,0.080744504,-0.655326472,-0.082367582,0.660254494,0.742622076,45.4686221,3.435197817
Rheumatology international,0172-8172,1457,0.065127858,-0.90563247,-0.144944572,0.559646997,0.704591569,31.91969801,1.711050103
Current genetics,0172-8083,1443,0.088137016,-0.622347021,-0.062275166,0.642679202,0.704954368,39.04435204,2.6999307
PLoS biology,1544-9173,1437,0.044115686,-0.230128319,-0.060253944,0.619747244,0.680001188,52.24843424,1.637439109
Endocrine,1355-008X,1433,0.063240551,-0.508176659,-0.084920346,0.558857555,0.643777901,43.57850663,2.086531752
Journal of neurochemistry,0022-3042,1432,0.059951448,-0.327211519,-0.05758243,0.660083706,0.717666135,62.22695531,3.433659218
BMC plant biology,1471-2229,1423,0.039126639,0.097179556,0.028777358,0.456762018,0.42798466,51.37596627,1.783555868
BMC pregnancy and childbirth,1471-2393,1417,0.079451155,-0.185630666,-0.024672985,0.446583986,0.47125697,32.71136203,2.226534933
Mammalian genome : official journal of the International Mammalian Genome Society,0938-8990,1415,0.099021228,-0.206960296,-0.029075348,0.582792145,0.611867493,38.19929329,2.761130742
Journal of the American Geriatrics Society,0002-8614,1411,0.130981949,-0.265058416,-0.019786226,0.359170887,0.378957113,31.08291991,3.799433026
Free radical biology & medicine,0891-5849,1403,0.068014637,-0.440092487,-0.0632736,0.627200285,0.690473886,72.25017819,4.23663578
Breast cancer research : BCR,1465-5411,1401,0.055107942,-0.014306028,-0.005257501,0.512409558,0.517667059,46.89793005,2.142041399
The Journal of allergy and clinical immunology,0091-6749,1399,0.183508499,0.227768735,0.017295322,0.442378102,0.42508278,47.07433881,7.823445318
AIDS and behavior,1090-7165,1393,0.102086147,-1.451119197,-0.143214651,0.58494667,0.728161321,37.67695621,3.605886576
Japanese journal of cancer research : Gann,0910-5050,1392,0.078976918,-0.698056702,-0.086070005,0.632229378,0.718299383,27.91810345,1.956178161
Lasers in medical science,0268-8921,1392,0.101939908,-1.66626832,-0.161487337,0.586055797,0.747543134,32.07686782,3.105603448
Pediatric surgery international,0179-0358,1386,0.089454849,-0.605665846,-0.073092265,0.507749185,0.580841449,27.70995671,2.057720058
Journal of epidemiology and community health,0143-005X,1379,0.10394339,0.120831924,0.00882342,0.439922503,0.431099083,26.19651922,2.448875997
Gastroenterology,0016-5085,1377,0.095367568,-0.016231581,-0.003663659,0.393560391,0.397224049,48.06608569,4.112563544
Pediatric cardiology,0172-0643,1367,0.081947556,-1.174692826,-0.147785755,0.570285831,0.718071586,25.65764448,1.836137527
Heart and vessels,0910-8327,1360,0.089469096,-1.108818267,-0.129452498,0.579265166,0.708717664,28.92647059,2.342647059
PLoS medicine,1549-1277,1358,0.089020789,-0.046764981,0.00358035,0.38349135,0.379911,34.41899853,2.184830633
Cell death & disease,,1352,0.037332245,-0.327928493,-0.098053505,0.638678462,0.736731967,53.55399408,1.937869822
Nature structural & molecular biology,1545-9985,1350,0.059315052,-0.259517713,-0.048603165,0.609248965,0.65785213,46.75333333,2.385185185
Journal of physical therapy science,0915-5287,1349,0.11905893,-1.671672925,-0.142347737,0.584780103,0.727127839,20.3135656,2.215715345
BMC complementary and alternative medicine,1472-6882,1340,0.062613486,-0.250717919,-0.036903509,0.420230763,0.457134272,35.12014925,1.87761194
International journal of hematology,0925-5710,1340,0.068268064,-0.491949921,-0.073797835,0.630864877,0.704662712,32.52835821,1.726119403
International journal of colorectal disease,0179-1958,1339,0.069102253,-0.1929978,-0.030595848,0.481241959,0.511837807,31.57356236,1.934279313
American journal of respiratory cell and molecular biology,1044-1549,1326,0.068385202,-0.516565823,-0.080914462,0.610447058,0.69136152,48.55957768,3.107843137
"American journal of physiology. Regulatory, integrative and comparative physiology",0363-6119,1325,0.062235101,-0.567190857,-0.092642814,0.651090376,0.74373319,56.82490566,3.117735849
Brain : a journal of neurology,0006-8950,1323,0.082581643,-0.895552748,-0.108154944,0.61070418,0.718859125,59.90551776,4.185185185
American journal of physiology. Lung cellular and molecular physiology,1040-0605,1319,0.08711047,-0.868451368,-0.100815292,0.62821065,0.729025942,57.328279,5.008339651
Journal of neuroinflammation,1742-2094,1319,0.038910707,0.024769233,0.007387235,0.458479898,0.451092663,62.45489007,2.173616376
Journal of cellular and molecular medicine,1582-1838,1305,0.073527067,-0.746947396,-0.144696365,0.62407989,0.768776255,55.72413793,3.18697318
Cardiovascular diabetology,1475-2840,1292,0.072713473,-0.205138386,-0.023710965,0.466954595,0.49066556,46.95588235,3.14628483
Nature cell biology,1465-7392,1289,0.067974553,-0.392814739,-0.059460726,0.65706283,0.716523556,43.52831652,2.413498836
"Journal of the Royal Society, Interface",1742-5662,1288,0.075501,-0.503783997,-0.075710635,0.671310549,0.747021184,38.55745342,2.056677019
Health and quality of life outcomes,1477-7525,1274,0.068400919,-0.112907825,-0.018122928,0.437072648,0.455195576,33.29984301,2.037676609
The journal of physical chemistry. B,1520-5207,1264,0.095356438,-0.758976281,-0.076231592,0.681808142,0.758039735,42.1210443,3.607594937
Oncology letters,1792-1074,1254,0.043331654,-0.64687849,-0.148877306,0.601322305,0.750199611,35.16028708,1.296650718
Molecular biology and evolution,0737-4038,1246,0.092765371,-0.666754812,-0.065909138,0.657170856,0.723079993,57.76324238,4.884430177
Virology journal,1743-422X,1231,0.049406533,-0.090355562,-0.013777766,0.488852156,0.502629921,39.06255077,1.557270512
The Journal of comparative neurology,0021-9967,1230,0.151331663,-0.920837026,-0.057624878,0.685085419,0.742710297,70.57479675,10.58536585
International archives of occupational and environmental health,0340-0131,1225,0.107293275,-0.457490968,-0.034176534,0.487466402,0.521642936,30.46122449,2.725714286
Molecular neurobiology,0893-7648,1222,0.028948812,-0.29656206,-0.100029707,0.639429284,0.739458991,86.99672668,1.785597381
Biotechnology for biofuels,1754-6834,1219,0.08397302,0.231543316,0.019273544,0.483018199,0.463744656,40.70139459,2.943396226
Surgical and radiologic anatomy : SRA,0930-1038,1216,0.115089389,-0.712959891,-0.064148583,0.541666278,0.605814862,21.54358553,2.270559211
International journal of cancer,0020-7136,1209,0.063612407,-0.880911833,-0.129393944,0.613172306,0.74256625,42.43507031,2.474772539
American journal of physiology. Gastrointestinal and liver physiology,0193-1857,1208,0.070992,-0.836944235,-0.113844805,0.624937955,0.73878276,51.1763245,3.250827815
Journal of athletic training,1062-6050,1206,0.171609066,-0.361380934,-0.010278007,0.379742538,0.390020545,32.6053068,4.325041459
Mycopathologia,0301-486X,1204,0.108784157,-0.796635738,-0.068367772,0.594699071,0.663066843,28.00332226,2.541528239
"The journals of gerontology. Series A, Biological sciences and medical sciences",1079-5006,1200,0.116890208,-0.143326445,-0.017681161,0.408404411,0.426085572,40.3425,4.315833333
mBio,,1197,0.043057003,0.22792934,0.063609347,0.522893424,0.459284077,51.46700084,1.70342523
Immunity,1074-7613,1193,0.10442724,-0.318345556,-0.033247079,0.664452277,0.697699357,57.09388097,5.423302598
"Molecular endocrinology (Baltimore, Md.)",0888-8809,1190,0.073850841,-0.531658394,-0.071975765,0.669594643,0.741570408,59.76386555,4.204201681
The Journal of pharmacology and experimental therapeutics,0022-3565,1188,0.088504282,-0.809170262,-0.091546316,0.649087766,0.740634082,43.60858586,3.644781145
European journal of human genetics : EJHG,1018-4813,1186,0.068900217,-0.665443299,-0.104901576,0.605794748,0.710696324,33.05143339,1.958684654
International urogynecology journal,0937-3462,1186,0.123106765,-0.030130261,-0.003533786,0.44584308,0.449376866,25.87605396,2.962900506
Maternal and child health journal,1092-7875,1186,0.086223188,-0.410602685,-0.045479481,0.516064374,0.561543855,29.85244519,2.234401349
Toxins,2072-6651,1182,0.059867972,-0.311730598,-0.061862592,0.625910308,0.6877729,60.0642978,2.514382403
American journal of physiology. Cell physiology,0363-6143,1181,0.054335764,-0.503761357,-0.088083464,0.648720025,0.736803488,53.85774767,2.49703641
FASEB journal : official publication of the Federation of American Societies for Experimental Biology,0892-6638,1180,0.036733744,-0.313966198,-0.082963804,0.63985422,0.722818023,52.89491525,1.76440678
Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,1462-2203,1177,0.132633642,-0.57843633,-0.041094265,0.327931413,0.369025678,35.77145285,4.311809686
BMC psychiatry,1471-244X,1174,0.050369183,-0.22058515,-0.035985808,0.441203579,0.477189387,41.05110733,1.637989779
Neuro-oncology,1522-8517,1174,0.071563812,-0.371201462,-0.056539092,0.48594583,0.542484922,43.38756388,2.633730835
Hernia : the journal of hernias and abdominal wall surgery,1248-9204,1165,0.161258089,-0.570909621,-0.03930596,0.481152312,0.520458272,24.59227468,3.817167382
Journal of proteome research,1535-3893,1162,0.097242043,-0.725819023,-0.078425824,0.636589605,0.715015429,47.30550775,3.893287435
